Post Link	Date	Time	Message	Reactions	Comment	Shares	Clicks	Impressions	Engagement Rate %	Click Through Rate	Post id	Post Type	New Followers from posts
"HaystackAnalytics
Apr 11, 06:41"	11-04-2026	06:41	"Kickstart your career in the fast-growing world of diagnostics ?? We’re hiring Management Trainees across Business Development & Business Support roles through a Walk-in Interview in Navi Mumbai. If you’re a fresh graduate ready to learn, grow, and make an impact in healthcare—this is your chance. Date: April 25th, 2026 Time: 11:00 AM onwards Venue: Navi Mumbai From field sales to operations, logistics, HR, and more—explore diverse career paths with us. ?? Register now to secure your spot : https://lnkd.in/d8N4TNde Ragina N. Sweta Kumari Abhimanyuu Nambisan Shuja A. Rohan S SALVI Gitesh Srivastava Rijul Pulikkal Raghu Raaj Vivek Singh Rathore #WalkInInterview #ManagementTrainee #HealthcareCareers #Diagnostics #FreshersOpportunity #NaviMumbaiJobs"	29	0	4	"2,898"	"7,588"	38.63	38.19	219	Carousel	0
"HaystackAnalytics
Apr 11, 07:45"	11-04-2026	07:45	"? Only 5 Days to Go! Are you ready to rethink infectious disease diagnostics? Join our upcoming webinar on: Bug-to-Drug: Translating Mechanisms of Antimicrobial Resistance to Diagnostic and Therapeutic Innovation Date:16th April 2026 Time: 5:00 PM (IST) Speaker: Dr. Ayesha Khan, Associate Director of Clinical Microbiology, UC Irvine Health Moderator: Dr Mahua Das Gupta (Kapoor), Director, Medical Affairs (Infectious Diseases), HaystackAnalytics Gain insights into how antimicrobial resistance mechanisms are driving innovation in diagnostics and therapeutics. Register now: https://lnkd.in/dwHge3-E Abhimanyuu Nambisan Rohan S SALVI Shuja A. siddharth sasane Pranav Godse Gitesh Srivastava Inder Rawat Vivek Singh Rathore Raghu Raaj #infexnNGS #WebinarAlert #AMR #InfectiousDiseases #Diagnostics #NGS #HealthcareInnovation"	17	0	3	32	"1,358"	3.83	2.36	220	Static	0
"HaystackAnalytics
Apr 11, 09:44"	11-04-2026	09:44	"Antimicrobial resistance (AMR) is rapidly transforming how we approach infectious disease diagnostics and treatment. But are we leveraging these insights effectively? Join us for our upcoming webinar, “Bug-to-Drug: Translating Mechanisms of Antimicrobial Resistance to Diagnostic and Therapeutic Innovation,” where we explore how understanding resistance at a mechanistic level can drive smarter diagnostics and more targeted therapies. Speaker: Dr.Ayesha Khan, Associate Director of Clinical Microbiology, UC Irvine Health Moderator: Dr Mahua Das Gupta (Kapoor), Director, Medical Affairs (Infectious Diseases), HaystackAnalytics Date: 16th April 2026 Time: 5:00 PM (IST) Be part of the conversation shaping the future of infectious disease diagnostics. Register now to secure your spot #infexnNGS #Webinar #AMR #InfectiousDiseases #Diagnostics #NGS #HealthcareInnovation"	11	0	1	23	"1,421"	2.46	1.62	221	Static	0
"HaystackAnalytics
Apr 13, 07:59"	13-04-2026	07:59	"? Only 3 Days to Go! Antimicrobial resistance is reshaping the future of healthcare—are you ready to stay ahead? ?? Join our upcoming webinar on “Bug-to-Drug: Translating Mechanisms of Antimicrobial Resistance to Diagnostic and Therapeutic Innovation” and explore how cutting-edge insights are driving next-gen diagnostics and treatment strategies. Date: 16th April 2026 Time: 5:00 PM (IST) Speaker : Dr. Ayesha Khan, Associate Director of Clinical Microbiology, UC Irvine Health Moderator: Dr Mahua Das Gupta (Kapoor), Director, Medical Affairs (Infectious Diseases), HaystackAnalytics Don’t miss the chance to learn from industry experts and gain actionable insights. Register now & secure your spot! https://lnkd.in/dwHge3-E Abhimanyuu Nambisan Ranjan K. Pranav Godse Shuja A. siddharth sasane Rohan S SALVI Gitesh Srivastava Rijul Pulikkal Raghu Raaj #Webinar #AntimicrobialResistance #AMR #Diagnostics #HealthcareInnovation #LifeSciences #Microbiology #MedicalResearch"	3	0	0	13	850	1.88	1.53	222	Static	0
"HaystackAnalytics
Apr 13, 09:17"	13-04-2026	09:17	"Bringing genomics to the frontline of care. ?? infexn®-NGS is now live at Microcare Diagnostic Lab, Chhatrapati Sambhajinagar. This marks the launch of a new Genomic Centre of Excellence, enabling faster, more precise infection detection and equipping clinicians with deeper, data-driven insights. From uncertainty to clarity, we’re helping shift the way infections are diagnosed and managed. One more step toward making advanced genomic diagnostics accessible. Abhimanyuu Nambisan Rohan S SALVI Pranav Godse Shuja A. Inder Rawat Gitesh Srivastava Vivek Singh Rathore Rijul Pulikkal Shailaja Patil Dr. Simran Malik Dr Koyel Ghosh #HealthCare #PublicHealth #Diagnostics #Genomics #InfectiousDiseases"	33	0	0	82	"2,012"	5.72	4.08	223	Static	0
"HaystackAnalytics
Apr 13, 11:30"	13-04-2026	11:30	"1 week to go! ? Are infectious disease diagnostics due for a revamp? Join us as we dive into the future of diagnostics with cutting-edge insights powered by NGS. Speaker: DR ABDUL GHAFUR, Senior Consultant & Adjunct Professor, Infectious Diseases, Apollo Hospitals, Chennai Moderator: Dr Mahua Das Gupta (Kapoor), Director, Medical Affairs (Infectious Diseases), HaystackAnalytics Date: 20th April 2026 Time: 6:00 PM IST Don’t miss this insightful session—be part of the conversation shaping modern diagnostics. ?? Register now : https://lnkd.in/d6r7QJ_p Abhimanyuu Nambisan Rohan S SALVI siddharth sasane Shuja A. Pranav Godse Ranjan K. Gitesh Srivastava Anupama Pradeepkumar Namith N Rijul Pulikkal Raghu Raaj Inder Rawat Vivek Singh Rathore Dr. Simran Malik Dr Koyel Ghosh #WebinarAlert #InfectiousDiseases #Diagnostics #NGS #NextGenSequencing #ClinicalMicrobiology #Pathology #Microbiology #Healthcare #InfectiousDiseases"	12	0	3	17	744	4.3	2.28	224	Static	0
"HaystackAnalytics
Apr 13, 11:56"	13-04-2026	11:56	"Advancing prenatal and postnatal care through the power of genomics. At Fetal Medicine Update 2026, Dr.Yasmeen Kauser shared valuable insights on how genomic approaches are enabling early detection and empowering more informed, data-driven clinical decisions—driving better outcomes for both mother and child. Through meaningful engagement led by our sales team with healthcare professionals, the focus remains on translating advanced genomic solutions into real-world clinical impact—where science meets better care. Abhimanyuu Nambisan Shalabh Saxena Shashank Singh #Genomics #PrenatalCare #PostnatalCare #NIPT #PrecisionMedicine"	6	0	0	192	618	32.04	31.07	225	Carousel	0
"HaystackAnalytics
Apr 13, 13:49"	13-04-2026	13:49	"Advancing prenatal and postnatal care through the power of genomics. At the CME at Indira IVF, Delhi, Dr.Yasmeen Kauser shared valuable insights on integrating genomic approaches into clinical practice—driving early detection and enabling more informed decision-making in maternal–fetal care. Alongside, our sales team played a key role in fostering meaningful engagement—building strong clinical connections and translating these insights into impactful, real-world conversations. Abhimanyuu Nambisan Inder Rawat Vivek Singh Rathore Shalabh Saxena Shashank Singh #CME #Genomics #PrenatalCare #PostnatalCare #PrecisionMedicine"	12	0	0	404	"1,209"	34.41	33.42	226	Carousel	0
"HaystackAnalytics
Apr 14, 06:52"	14-04-2026	06:52	"Advancing diagnostics across infectious diseases and human genomics through meaningful clinical exchange. ?? At the RTM at Chirag Hospital, Bangalore, Dr. Shreya Shettar highlighted how NGS is enabling precise pathogen detection and supporting timely, informed decisions in infectious disease management. Complementing this, Dr.R D PONMUDI Pharm.D shared insights on WES and PGx Comprehensive , emphasizing deeper genetic insights and a more personalized approach to patient care. Together, these discussions reflect a shift toward precision-driven, proactive healthcare powered by genomics. Abhimanyuu Nambisan Gitesh Srivastava Namith N Anupama Pradeepkumar #RTM #NGS #HumanGenomics #Diagnostics #HealthcareInnovation #HealthCare #PublicHealth"	13	0	0	393	"1,105"	36.74	35.57	227	Carousel	0
"HaystackAnalytics
Apr 14, 13:26"	14-04-2026	13:26	"The human gut microbiome is transforming how we understand health, disease, and personalized medicine. ?? Join our upcoming webinar on “Advances and Approaches in Human Gut Microbiome Research” featuring Dr. Joseph Selvin, Head of the Department of Microbiology at Pondicherry University. The session will be moderated by Shailesh B. Lad, Ph.D., Principal Scientist at HaystackAnalytics. Date: 23 April 2026 Time: 11:30 AM IST ?? Register now and be part of this insightful discussion. https://lnkd.in/dh_8yjrX Ranjan K. Abhimanyuu Nambisan Rohan S SALVI siddharth sasane Shuja A. Gitesh Srivastava Rijul Pulikkal Raghu Raaj Inder Rawat Amrutraj Zade Pranav Godse Vivek Singh Rathore #Microbiome #GutMicrobiome #LifeSciences #HealthcareInnovation #Microbiology #ScientificResearch #Webinar #Biotech #PrecisionMedicine #ResearchCommunity"	17	0	3	30	"1,245"	4.02	2.41	228	Static	0
"HaystackAnalytics
Apr 15, 06:07"	15-04-2026	06:07	? Only 1 Day to Go! Join Dr. Ayesha Khan for an insightful webinar on “Bug-to-Drug: Translating Mechanisms of Antimicrobial Resistance to Diagnostic and Therapeutic Innovation” and discover how cutting-edge research is shaping next-gen diagnostics and therapies. Date: 16th April 2026 Time: 5:00 PM (IST) Last chance to register—secure your spot now! https://lnkd.in/dwHge3-E Abhimanyuu Nambisan Rohan S SALVI Gitesh Srivastava Rijul Pulikkal Raghu Raaj Inder Rawat #Webinar #AntimicrobialResistance #AMR #Diagnostics #HealthcareInnovation #LifeSciences #Microbiology #MedicalResearch	7	0	1	11	610	3.11	1.8	229	Static	0
"HaystackAnalytics
Apr 15, 09:33"	15-04-2026	09:33	"Elevating infectious disease diagnostics through NGS ?? At the RTM held at Snowbell Multispeciality Hospital, Pune, Dr. Simran Malik led an insightful session on how NGS is transforming infectious disease diagnosis—enabling precise pathogen detection and faster, more informed clinical decisions. Through meaningful discussions and real-world clinical perspectives, the session highlighted the growing impact of genomics in advancing patient care. Abhimanyuu Nambisan Rohan S SALVI Pranav Godse Shailaja Patil #RTM #NGS #InfectiousDiseaseDiagnostics #GenomicMedicine #PrecisionDiagnostics"	17	0	0	29	767	6	3.78	230	Static	0
"HaystackAnalytics
Apr 15, 12:36"	15-04-2026	12:36	"From vision to reality—NGS at the point of care ?? At CAHOCON 2026, we had the opportunity to engage with industry leaders, including Dr. A. Velumani PhD. , exchanging perspectives on advancing genomic diagnostics and improving accessibility in real-world clinical settings. The collaboration continued with meaningful conversations alongside industry leaders driving the next wave of diagnostic innovation and strengthening the impact of advanced diagnostics in everyday practice. Gaurav Srivastava Manoj Monga Abhimanyuu Nambisan Rohan S SALVI Shuja A. Pranav Godse siddharth sasane Gitesh Srivastava Inder Rawat Rijul Pulikkal Raghu Raaj Dr. Velumani Office - VMO #CAHOCON2026 #NGS #GenomicDiagnostics #HealthcareInnovation #PrecisionDiagnostics"	28	0	3	446	947	50.37	47.1	231	Carousel	0
"HaystackAnalytics
Apr 16, 06:19"	16-04-2026	06:19	"Transforming infectious disease diagnostics through Next-Generation Sequencing (NGS) ?? At the Chhattisgarh Association of Medical Microbiology 2026, Dr Mahua Das Gupta (Kapoor) shared valuable insights on the evolving role of NGS in infectious diseases—highlighting how it enables improved pathogen detection and more informed clinical decision-making. A step forward in integrating advanced diagnostics into everyday clinical practice. Abhimanyuu Nambisan Rohan S SALVI Shuja A. Pranav Godse siddharth sasane Gitesh Srivastava Inder Rawat Vivek Singh Rathore Rijul Pulikkal Raghu Raaj #Metagenomics #InfectiousDiseaseDiagnostics #ClinicalMicrobiology #GenomicMedicine #PrecisionDiagnostics #HealthCare #PublicHealth"	18	0	0	9	372	7.26	2.42	232	Static	0
"HaystackAnalytics
Apr 16, 07:15"	16-04-2026	07:15	"Unlock the next frontier of microbiome science . Join us for an insightful session on “Advances and Approaches in Human Gut Microbiome Research” featuring Dr. Joseph Selvin, HOD, Department of Microbiology, Pondicherry University, and moderated by Dr. Shailesh B. Lad, Ph.D., Principal Scientist, HaystackAnalytics. Date: 23rd April 2026 Time: 11:30 AM (IST) Don’t miss the chance to explore cutting-edge research shaping the future of human health. Register now and be part of the conversation. ?? https://lnkd.in/dh_8yjrX Abhimanyuu Nambisan Rohan S SALVI Pranav Godse Gitesh Srivastava Inder Rawat Amrutraj Zade Yasmeen Kauser Shalabh Saxena Shashank Singh Rijul Pulikkal Raghu Raaj #WebinarAlert #MicrobiomeResearch #GutHealth #NGS #LifeSciences #MolecularBiology #ScientificWebinar #HaystackAnalytics #Microbiology"	6	0	1	16	393	5.85	4.07	233	Static	0
"HaystackAnalytics
Apr 16, 14:05"	16-04-2026	14:05	"What looks like survival… might actually be borrowed biology. In a controlled experiment, one rotifer species was destroyed by infection, while another shut down, then reactivated and resumed activity. The difference wasn’t chance. Some organisms can integrate bacterial genes into their own genome, using them to produce antimicrobial compounds and survive infection. What microbes use to compete… can become a defense in another system. Abhimanyuu Nambisan Pranav Godse Shuja A. siddharth sasane siddharth sasane Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Rijul Pulikkal Rohan S SALVI #AntibioticResistance #AMR #Microbiology #InfectionBiology #ScienceCommunication #Genetics #HorizontalGeneTransfer"	3	0	0	439	565	78.23	77.7	234	Carousel	0
"HaystackAnalytics
Apr 17, 08:57"	17-04-2026	08:57	"Your cholesterol levels looked normal. That should have been enough—right? But cardiovascular risk doesn’t always align with what routine tests capture. Lp(a) is a genetically determined risk factor that often goes unmeasured, yet is strongly associated with conditions such as coronary artery disease and stroke. Even when standard lipid profiles appear normal, underlying genetic predispositions may still exist. This is where advanced genomic approaches, such as Whole Exome Sequencing (WES), can provide deeper insights—helping identify inherited risk factors, enable early risk stratification, and support more informed clinical decision-making. Because understanding risk today requires looking beyond conventional markers—into the genome itself. ?? Abhimanyuu Nambisan Rohan S SALVI Shuja A. siddharth sasane Pranav Godse Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Rijul Pulikkal Raghu Raaj #HeartHealth #Lpa #GeneticRisk #PreventiveCardiology #GenomicMedicine #PrecisionDiagnostics #HealthCare #PublicHealth"	2	0	0	207	311	67.2	66.56	235	Carousel	0
"HaystackAnalytics
Apr 17, 09:25"	17-04-2026	09:25	"Do infectious disease diagnostics need revamping? Join us for an insightful discussion on how infectious disease diagnostics are evolving—and how emerging technologies like NGS are enabling faster, more precise detection. Speaker: DR ABDUL GHAFUR, Senior Consultant & Adjunct Professor, Infectious Diseases, Apollo Hospitals, Chennai Moderator: Dr Mahua Das Gupta (Kapoor), Director, Medical Affairs – Infectious Diseases, HaystackAnalytics Date: 20th April 2026 | Time: 6:00 PM IST Explore current challenges, key innovations, and what the future holds for pathogen detection. Register now and be part of the conversation."	3	0	0	5	502	1.59	1	236	Static	0
